Products.status,Products.vendor,Products.list_price,Products.price,Products.cost,Products.Shop_Brn
0.0,1.0,29.83,21.31,13.75,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,72.95,52.11,37.76,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,42.63,30.45,21.0,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,59.47,42.48,30.78,1
0.0,1.0,72.95,52.11,37.76,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,59.47,42.48,30.78,1
3.0,1.0,79.79,56.99,43.5,1
0.0,2.0,17.99,20.54,13.25,0
0.0,2.0,327.56,149.92,118.05,0
0.0,2.0,779.97,305.99,244.79,0
0.0,2.0,313.0,135.88,106.99,0
0.0,2.0,121.47,61.75,45.74,0
0.0,1.0,140.14,100.1,77.0,1
0.0,1.0,140.14,100.1,77.0,1
0.0,2.0,1482.03,473.75,379.0,0
3.0,1.0,265.99,189.99,152.0,1
3.0,1.0,265.99,189.99,152.0,1
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,51.2,36.57,26.12,1
2.0,1.0,68.32,48.8,35.36,1
0.0,2.0,618.76,212.49,169.99,0
0.0,1.0,77.85,55.61,42.45,1
0.0,2.0,153.37,60.4,44.74,0
0.0,2.0,18.5,19.75,12.74,0
0.0,1.0,140.39,100.28,77.14,1
0.0,2.0,25.06,24.42,16.84,0
0.0,2.0,96.2,49.19,36.44,0
3.0,1.0,350.0,250.0,200.0,1
3.0,1.0,7.78,5.56,1.01,1
3.0,1.0,10.01,7.15,1.3,1
0.0,1.0,61.35,43.82,31.75,1
3.0,1.0,22.33,15.95,2.9,1
3.0,1.0,8.78,6.27,1.14,1
3.0,1.0,210.78,150.56,109.5,1
0.0,1.0,93.72,66.94,51.1,1
0.0,1.0,93.72,66.94,51.1,1
3.0,1.0,23.95,17.11,3.11,1
0.0,2.0,1482.03,473.75,379.0,0
2.0,2.0,975.0,343.75,275.0,0
0.0,2.0,81.9,49.11,36.38,0
3.0,1.0,39.77,28.41,19.59,1
3.0,1.0,72.33,64.33,36.0,1
0.0,2.0,1482.03,473.75,379.0,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,205.98,147.13,107.0,1
0.0,1.0,73.61,52.58,38.1,1
0.0,1.0,44.67,31.91,22.01,1
0.0,1.0,93.72,66.94,51.1,1
2.0,2.0,39.64,28.18,20.13,0
3.0,1.0,33.11,23.65,15.5,1
3.0,1.0,40.54,28.96,19.97,1
0.0,2.0,32.76,26.01,17.94,0
0.0,2.0,356.87,139.7,110.0,0
0.0,1.0,20.83,14.88,8.5,1
0.0,1.0,20.83,14.88,8.5,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,243.25,173.75,139.0,1
3.0,1.0,12.78,9.13,1.66,1
0.0,1.0,121.68,74.27,52.32,0
0.0,2.0,194.97,77.99,59.99,0
3.0,1.0,205.98,147.13,107.0,1
0.0,2.0,1482.03,473.75,379.0,0
0.0,1.0,89.64,64.03,48.88,1
0.0,1.0,75.19,53.71,41.0,1
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,111.68,79.77,60.89,1
0.0,2.0,38.97,24.27,16.74,0
0.0,1.0,44.66,31.9,22.0,1
0.0,1.0,39.19,27.99,19.3,1
0.0,2.0,153.37,60.4,44.74,0
0.0,1.0,21.2,15.14,8.65,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,19.53,13.95,7.97,1
3.0,1.0,22.18,15.84,5.11,1
0.0,1.0,21.2,15.14,8.65,1
3.0,1.0,22.18,15.84,5.11,1
0.0,1.0,21.2,15.14,8.65,1
0.0,1.0,96.91,69.22,52.84,1
3.0,1.0,22.18,15.84,5.11,1
3.0,1.0,22.18,15.84,5.11,1
0.0,1.0,104.54,74.67,57.0,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,64.55,46.11,33.41,1
0.0,1.0,104.54,74.67,57.0,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,68.85,49.18,35.64,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,64.55,46.11,33.41,1
0.0,1.0,104.54,74.67,57.0,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,104.54,74.67,57.0,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,96.91,69.22,52.84,1
0.0,1.0,104.54,74.67,57.0,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,37.23,26.59,18.34,1
0.0,1.0,46.69,33.35,23.0,1
0.0,1.0,38.57,27.55,19.0,1
0.0,1.0,46.69,33.35,23.0,1
0.0,1.0,46.69,33.35,23.0,1
0.0,1.0,38.57,27.55,19.0,1
0.0,1.0,38.57,27.55,19.0,1
0.0,1.0,38.57,27.55,19.0,1
0.0,1.0,38.57,27.55,19.0,1
0.0,1.0,38.57,27.55,19.0,1
0.0,1.0,46.69,33.35,23.0,1
0.0,1.0,157.37,112.41,81.46,1
0.0,1.0,59.98,42.84,31.04,1
0.0,1.0,25.97,18.55,10.6,1
0.0,1.0,49.0,35.0,25.0,1
0.0,2.0,399.0,171.79,135.27,0
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,71.19,50.85,36.85,1
0.0,1.0,92.57,66.12,50.47,1
2.0,2.0,58.94,29.04,20.74,0
0.0,1.0,180.0,128.57,93.17,1
0.0,2.0,64.85,45.18,32.74,0
0.0,2.0,38.97,24.27,16.74,0
0.0,1.0,66.95,47.82,34.65,1
3.0,7.0,73.3,63.37,47.65,0
0.0,1.0,45.02,32.16,22.18,1
2.0,2.0,174.75,98.03,77.8,0
0.0,2.0,194.97,77.99,59.99,0
0.0,1.0,34.16,24.4,16.83,1
3.0,1.0,23.74,16.96,9.69,1
0.0,2.0,153.37,60.4,44.74,0
0.0,2.0,159.98,68.89,52.99,0
0.0,1.0,173.88,124.2,90.0,1
1.0,1.0,42.0,30.0,20.69,1
0.0,2.0,77.97,61.59,47.38,0
0.0,1.0,121.68,74.27,52.32,0
0.0,2.0,25.3,18.81,10.75,0
0.0,2.0,20.77,18.99,12.25,0
0.0,1.0,40.38,28.84,19.89,1
0.0,1.0,50.27,35.91,25.65,1
3.0,1.0,13.94,9.96,1.81,1
0.0,1.0,45.02,32.16,22.18,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,54.88,39.2,28.0,1
0.0,1.0,43.18,30.84,21.27,1
0.0,1.0,73.01,52.15,37.79,1
2.0,2.0,67.5,39.03,28.28,0
0.0,2.0,77.97,61.59,47.38,0
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,63.76,45.54,33.0,0
0.0,1.0,84.81,43.41,31.46,1
0.0,2.0,62.1,37.86,27.04,0
0.0,2.0,270.37,156.98,123.61,0
2.0,2.0,226.17,129.88,102.27,0
0.0,2.0,499.99,202.99,184.98,0
0.0,2.0,88.27,63.22,35.74,0
0.0,2.0,38.97,24.27,16.74,0
3.0,1.0,23.95,17.11,3.11,1
0.0,2.0,545.97,193.75,155.0,0
0.0,1.0,114.25,81.61,62.3,1
0.0,1.0,114.25,81.61,62.3,1
0.0,1.0,114.25,81.61,62.3,1
0.0,1.0,114.25,81.61,62.3,1
0.0,1.0,114.25,81.61,62.3,1
0.0,2.0,269.0,147.49,116.13,0
0.0,2.0,96.2,49.19,36.44,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,73.5,52.5,38.04,1
3.0,1.0,22.18,15.84,5.11,1
0.0,1.0,92.57,66.12,50.47,1
0.0,1.0,34.16,24.4,16.83,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,19.57,13.98,7.99,1
0.0,1.0,71.4,51.0,36.96,1
0.0,1.0,68.01,48.58,35.2,1
0.0,2.0,171.57,66.95,51.5,0
0.0,2.0,269.0,147.49,116.13,0
0.0,1.0,34.16,24.4,16.83,1
3.0,1.0,175.81,129.99,91.0,1
3.0,1.0,28.0,20.0,6.45,1
0.0,1.0,25.21,18.01,10.29,1
0.0,2.0,404.15,179.69,141.49,0
3.0,1.0,13.58,21.84,3.97,1
0.0,2.0,36.37,27.17,18.74,0
0.0,1.0,73.42,52.44,38.0,1
3.0,1.0,24.63,17.59,10.05,1
3.0,1.0,92.43,66.02,50.4,1
3.0,1.0,17.53,12.52,3.13,1
3.0,1.0,205.98,147.13,107.0,1
0.0,2.0,36.37,27.17,18.74,0
0.0,1.0,93.72,66.94,51.1,1
3.0,1.0,255.5,182.5,146.0,1
0.0,1.0,376.25,299.0,215.0,1
3.0,1.0,23.56,16.83,5.43,1
3.0,1.0,33.11,23.65,15.5,1
2.0,2.0,85.67,45.89,33.25,0
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,73.5,52.5,38.04,1
0.0,1.0,80.7,57.64,44.0,1
0.0,1.0,121.68,74.27,52.32,0
0.0,2.0,96.2,49.19,36.44,0
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,59.09,42.21,30.59,1
0.0,2.0,618.76,212.49,169.99,0
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,122.5,52.79,38.25,0
0.0,1.0,36.54,26.1,18.0,1
0.0,2.0,206.42,100.93,80.1,0
0.0,2.0,95.0,65.96,50.74,0
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,91.46,65.33,21.28,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,265.99,189.99,152.0,1
3.0,1.0,175.81,129.99,91.0,1
0.0,2.0,155.97,60.4,44.74,0
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,2.0,99.99,76.91,59.16,0
0.0,2.0,1869.4,762.5,610.0,0
0.0,1.0,55.86,39.9,28.5,1
0.0,1.0,55.86,39.9,28.5,1
0.0,1.0,55.86,39.9,28.5,1
0.0,1.0,55.86,39.9,28.5,1
0.0,1.0,177.74,126.96,92.0,1
0.0,2.0,88.27,63.22,35.74,0
0.0,1.0,80.7,57.64,44.0,1
0.0,2.0,364.36,129.53,101.99,0
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,93.72,66.94,51.1,1
0.0,2.0,66.55,38.75,27.68,0
0.0,1.0,27.38,19.56,12.62,1
1.0,1.0,38.07,27.19,18.75,1
0.0,1.0,177.74,126.96,92.0,1
0.0,2.0,28.47,27.17,18.74,0
3.0,1.0,265.99,189.99,152.0,1
0.0,2.0,36.37,27.17,18.74,0
3.0,1.0,109.55,78.25,38.0,1
3.0,1.0,279.99,199.99,97.0,1
3.0,2.0,2548.0,1149.0,819.0,0
0.0,1.0,58.65,41.89,29.92,1
0.0,2.0,168.97,63.36,48.74,0
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,159.98,68.89,52.99,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,61.35,43.82,31.75,1
0.0,1.0,43.32,30.94,21.34,1
0.0,1.0,17.44,12.46,7.12,0
0.0,1.0,17.44,12.46,7.12,0
3.0,1.0,72.33,64.33,36.0,1
1.0,1.0,128.8,64.28,49.07,1
3.0,1.0,33.11,23.65,15.5,1
0.0,2.0,25.99,25.72,17.74,0
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,34.43,24.59,4.47,1
0.0,1.0,34.16,24.4,16.83,1
0.0,1.0,96.14,68.67,52.42,0
0.0,1.0,75.29,53.78,41.05,1
0.0,1.0,75.29,53.78,41.05,1
0.0,1.0,82.42,58.87,44.94,0
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,129.22,99.0,71.0,1
0.0,1.0,19.31,13.79,7.88,1
3.0,1.0,6.09,4.35,0.79,1
1.0,4.0,29.69,21.99,8.25,0
3.0,1.0,33.11,23.65,15.5,1
3.0,1.0,35.99,30.12,7.92,1
0.0,1.0,74.58,53.27,38.6,1
0.0,2.0,88.4,48.19,34.92,0
2.0,1.0,694.93,293.75,235.0,1
0.0,2.0,51.87,29.05,20.75,0
0.0,2.0,105.56,52.99,39.25,0
0.0,2.0,51.87,29.05,20.75,0
1.0,1.0,121.68,12.99,6.3,0
1.0,1.0,121.68,13.13,3.63,0
1.0,1.0,121.68,12.99,6.3,0
3.0,1.0,9.94,7.1,1.29,1
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,71.09,50.78,36.8,1
0.0,1.0,71.09,50.78,36.8,1
0.0,1.0,71.09,50.78,36.8,1
0.0,1.0,71.09,50.78,36.8,1
0.0,2.0,280.0,139.7,110.0,0
0.0,2.0,61.41,38.18,27.27,0
0.0,1.0,17.44,12.46,7.12,0
0.0,2.0,35.75,28.17,20.12,0
0.0,1.0,64.32,45.94,33.29,1
0.0,1.0,54.87,39.19,27.99,1
0.0,2.0,259.97,125.99,99.99,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,82.42,58.87,44.94,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,93.72,66.94,51.1,1
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,119.21,85.15,65.0,1
3.0,1.0,72.33,64.33,36.0,1
0.0,1.0,43.32,30.94,21.34,1
0.0,2.0,36.37,27.17,18.74,0
0.0,2.0,194.97,77.99,59.99,0
0.0,2.0,32.0,21.3,13.74,0
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,52.19,37.28,26.63,1
0.0,1.0,27.23,19.45,12.55,0
3.0,1.0,23.1,16.5,3.0,0
0.0,1.0,37.23,26.59,18.34,1
0.0,2.0,79.99,48.65,35.25,0
2.0,2.0,67.5,39.03,28.28,0
0.0,1.0,25.21,18.01,10.29,1
0.0,1.0,20.48,14.63,8.36,1
0.0,1.0,23.28,16.63,9.5,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,45.96,32.83,22.64,1
0.0,1.0,17.44,12.46,7.12,0
0.0,1.0,43.48,31.06,21.42,1
0.0,1.0,59.89,42.78,31.0,1
0.0,2.0,77.97,61.59,47.38,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,59.89,42.78,31.0,1
0.0,1.0,177.74,126.96,92.0,1
0.0,1.0,186.54,133.24,96.55,1
0.0,1.0,34.16,24.4,16.83,1
0.0,1.0,39.19,27.99,19.3,1
0.0,1.0,34.16,24.4,16.83,1
3.0,1.0,55.19,69.99,28.16,1
0.0,1.0,93.72,66.94,51.1,1
0.0,1.0,26.6,19.0,12.26,1
0.0,1.0,60.66,43.33,31.4,1
2.0,1.0,269.23,192.31,153.85,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,17.96,12.83,7.33,1
0.0,2.0,76.99,41.15,29.82,0
0.0,2.0,550.0,273.33,218.66,0
0.0,1.0,58.65,41.89,29.92,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,60.66,43.33,31.4,1
3.0,1.0,6.09,4.35,0.79,1
2.0,2.0,1708.17,800.0,640.0,0
0.0,1.0,63.85,45.61,33.05,0
0.0,1.0,20.9,14.93,8.53,1
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,59.09,42.21,30.59,1
0.0,1.0,119.21,85.15,65.0,1
0.0,1.0,64.05,45.75,33.15,1
0.0,1.0,92.57,66.12,50.47,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,24.79,17.71,3.22,1
0.0,2.0,259.97,125.99,99.99,0
3.0,1.0,116.35,83.11,63.44,1
0.0,2.0,171.57,66.95,51.5,0
2.0,2.0,70.0,66.3,51.0,0
0.0,1.0,70.56,50.4,36.52,1
3.0,1.0,403.97,288.55,230.84,1
0.0,2.0,72.67,49.61,36.75,0
0.0,2.0,14.99,18.81,10.75,0
3.0,1.0,72.33,64.33,36.0,1
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,110.7,79.07,60.36,1
0.0,2.0,112.8,50.21,37.19,0
0.0,1.0,121.68,74.27,52.32,0
0.0,2.0,36.37,27.17,18.74,0
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,77.21,55.15,42.1,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,43.48,31.06,21.42,1
3.0,1.0,30.03,21.45,5.13,1
0.0,1.0,39.07,27.91,19.25,1
0.0,1.0,46.86,33.47,23.08,1
0.0,1.0,24.5,17.5,10.0,1
3.0,1.0,25.48,18.2,5.87,1
0.0,1.0,63.36,45.26,32.8,1
0.0,1.0,24.5,17.5,10.0,1
0.0,1.0,24.5,17.5,10.0,1
0.0,1.0,24.5,17.5,10.0,1
3.0,1.0,23.18,16.56,3.01,1
0.0,1.0,24.5,17.5,10.0,1
0.0,1.0,39.07,27.91,19.25,1
0.0,1.0,24.5,17.5,10.0,1
0.0,1.0,24.5,17.5,10.0,1
0.0,1.0,24.5,17.5,10.0,1
0.0,1.0,37.13,26.52,18.29,1
0.0,1.0,56.84,40.6,29.0,1
0.0,1.0,56.84,40.6,29.0,1
0.0,1.0,56.84,40.6,29.0,1
0.0,2.0,275.57,89.59,69.99,0
0.0,1.0,56.84,40.6,29.0,1
0.0,1.0,56.84,40.6,29.0,1
0.0,1.0,56.84,40.6,29.0,1
0.0,1.0,56.84,40.6,29.0,1
3.0,1.0,59.02,42.16,30.55,1
3.0,1.0,302.3,215.93,172.74,1
0.0,1.0,46.59,33.28,22.95,1
0.0,1.0,75.19,53.71,41.0,1
0.0,1.0,67.93,48.52,35.16,1
0.0,1.0,24.86,17.76,11.46,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,38.07,27.19,18.75,1
0.0,2.0,327.56,142.48,112.19,0
0.0,1.0,26.01,18.58,11.99,1
3.0,1.0,21.27,15.19,4.9,1
0.0,1.0,33.57,23.98,15.47,1
0.0,1.0,65.7,46.93,34.01,1
0.0,1.0,140.14,100.1,77.0,1
3.0,1.0,21.43,15.31,4.94,1
3.0,1.0,43.65,31.18,21.5,1
0.0,1.0,17.44,12.46,7.12,0
3.0,1.0,91.46,65.33,21.28,1
3.0,1.0,29.3,20.93,6.75,1
0.0,1.0,21.2,15.14,8.65,1
0.0,1.0,27.23,19.45,12.55,0
0.0,1.0,70.56,50.4,36.52,1
0.0,1.0,92.75,42.75,30.98,1
0.0,1.0,92.75,42.75,30.98,1
0.0,1.0,184.03,131.45,95.25,1
0.0,1.0,180.64,129.03,93.5,1
0.0,1.0,47.85,34.18,23.57,1
0.0,1.0,65.7,46.93,34.01,1
0.0,1.0,48.59,34.71,23.94,1
3.0,1.0,5.54,3.96,0.72,1
0.0,1.0,73.5,52.5,38.04,1
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,52.58,37.56,26.83,1
0.0,1.0,42.21,30.15,20.79,1
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,82.42,58.87,44.94,0
3.0,1.0,15.25,10.89,1.98,1
3.0,1.0,209.44,149.6,110.0,1
0.0,1.0,20.48,14.63,8.36,1
2.0,1.0,71.19,36.99,26.42,1
0.0,1.0,17.44,12.46,7.12,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,43.65,31.18,21.5,1
3.0,1.0,202.13,144.38,105.0,1
2.0,2.0,88.27,42.42,30.74,0
0.0,1.0,82.42,58.87,44.94,0
3.0,1.0,267.55,191.11,152.89,1
3.0,1.0,20.96,14.97,4.83,1
3.0,2.0,2730.0,1199.0,869.0,0
0.0,2.0,171.57,66.95,51.5,0
0.0,1.0,98.74,70.53,53.84,1
0.0,1.0,24.35,17.39,11.22,1
0.0,2.0,337.97,195.08,156.06,0
0.0,1.0,24.35,17.39,11.22,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,65.7,46.93,34.01,1
0.0,1.0,96.14,68.67,52.42,0
0.0,1.0,96.14,68.67,52.42,0
3.0,1.0,9.48,6.77,1.23,1
0.0,1.0,17.64,12.6,7.2,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,83.68,42.42,30.74,0
0.0,2.0,109.16,61.47,45.53,0
0.0,1.0,64.92,46.37,33.6,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,33.11,23.65,15.5,1
3.0,1.0,33.11,23.65,15.5,1
3.0,1.0,33.11,23.65,15.5,1
0.0,2.0,61.7,37.8,27.0,0
2.0,2.0,88.27,42.42,30.74,0
3.0,1.0,205.98,147.13,107.0,1
3.0,1.0,205.98,147.13,107.0,1
0.0,1.0,33.53,23.95,15.45,1
0.0,2.0,34.0,23.2,16.0,0
0.0,1.0,73.42,52.44,38.0,1
0.0,1.0,27.9,19.93,12.86,1
0.0,1.0,86.2,61.57,47.0,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,205.98,147.13,107.0,1
0.0,1.0,162.29,115.92,84.0,1
0.0,2.0,1403.97,662.5,530.0,0
0.0,2.0,1403.97,662.5,530.0,0
0.0,1.0,25.73,18.38,10.5,1
0.0,1.0,25.73,18.38,10.5,1
3.0,1.0,134.39,95.99,50.03,0
3.0,1.0,81.62,58.3,22.0,1
0.0,2.0,240.45,125.99,99.99,0
3.0,1.0,129.22,99.0,71.0,1
2.0,2.0,88.27,42.42,30.74,0
0.0,2.0,379.57,155.44,122.39,0
0.0,2.0,250.25,102.8,81.59,0
0.0,1.0,231.0,165.0,132.0,1
3.0,1.0,9.39,6.71,1.22,1
2.0,2.0,88.27,42.42,30.74,0
3.0,1.0,205.98,147.13,107.0,1
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,63.76,45.54,33.0,0
0.0,1.0,50.96,36.4,26.0,1
1.0,1.0,47.82,34.16,23.56,1
0.0,1.0,27.38,19.56,12.62,1
0.0,1.0,230.38,164.56,131.65,1
0.0,2.0,99.0,60.22,46.32,0
0.0,1.0,26.6,19.0,12.26,1
0.0,1.0,72.95,52.11,37.76,1
0.0,1.0,72.95,52.11,37.76,1
0.0,1.0,72.95,52.11,37.76,1
3.0,1.0,23.39,16.71,5.39,1
0.0,1.0,195.94,155.0,101.79,1
3.0,1.0,109.55,78.25,38.0,1
0.0,1.0,75.29,53.78,41.05,1
0.0,1.0,117.18,83.7,63.89,1
3.0,1.0,205.98,147.13,107.0,1
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,25.76,18.4,11.87,0
0.0,1.0,73.01,52.15,37.79,1
0.0,1.0,33.59,23.99,15.48,1
0.0,1.0,100.14,71.53,54.6,1
0.0,1.0,99.29,70.92,54.14,1
0.0,1.0,42.95,30.68,21.16,1
3.0,1.0,205.98,147.13,107.0,1
3.0,1.0,7.78,5.56,1.01,1
3.0,1.0,81.62,58.3,22.0,1
0.0,1.0,42.63,30.45,21.0,1
3.0,1.0,134.39,95.99,50.03,0
3.0,1.0,15.64,11.17,2.03,1
3.0,1.0,7.78,5.56,1.01,1
0.0,1.0,131.24,93.74,72.11,1
0.0,1.0,107.72,76.94,58.73,1
0.0,1.0,107.72,76.94,58.73,1
3.0,1.0,24.3,17.36,5.6,1
0.0,1.0,38.07,27.19,18.75,1
2.0,2.0,88.27,42.42,30.74,0
0.0,2.0,88.4,48.19,34.92,0
2.0,2.0,29.32,24.42,16.84,0
0.0,1.0,45.3,32.36,22.32,1
3.0,1.0,27.41,19.58,3.56,0
0.0,2.0,37.71,31.84,22.74,0
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,205.98,147.13,107.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,24.35,17.39,11.22,1
0.0,1.0,42.21,30.15,20.79,1
3.0,1.0,81.62,58.3,22.0,1
3.0,1.0,55.19,69.99,28.16,1
2.0,2.0,88.27,42.42,30.74,0
3.0,1.0,111.99,79.99,47.0,1
0.0,1.0,37.37,26.69,18.41,1
0.0,1.0,33.26,23.76,15.33,1
3.0,1.0,202.13,144.38,105.0,1
0.0,1.0,231.0,165.0,132.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,25.3,18.81,10.75,0
3.0,1.0,288.75,206.25,165.0,1
0.0,1.0,179.68,128.34,93.0,1
0.0,1.0,131.04,93.6,72.0,1
0.0,1.0,231.0,165.0,132.0,1
0.0,2.0,194.97,77.99,59.99,0
3.0,1.0,24.3,17.36,5.6,1
3.0,1.0,13.51,22.77,4.14,1
0.0,1.0,73.93,52.81,38.27,1
0.0,1.0,53.9,38.5,27.5,1
0.0,1.0,53.9,38.5,27.5,1
0.0,1.0,73.93,52.81,38.27,1
3.0,1.0,13.51,22.77,4.14,1
0.0,1.0,53.9,38.5,27.5,1
0.0,1.0,44.62,31.87,21.98,1
0.0,1.0,53.9,38.5,27.5,1
3.0,1.0,13.51,22.77,4.14,1
0.0,1.0,53.9,38.5,27.5,1
0.0,1.0,112.0,51.06,37.0,1
0.0,1.0,44.62,31.87,21.98,1
0.0,1.0,53.9,38.5,27.5,1
0.0,1.0,112.0,51.06,37.0,1
0.0,1.0,53.9,38.5,27.5,1
0.0,1.0,44.62,31.87,21.98,1
2.0,1.0,269.23,192.31,153.85,1
0.0,1.0,68.01,48.58,35.2,1
0.0,1.0,107.72,76.94,58.73,1
0.0,1.0,98.74,70.53,53.84,1
0.0,1.0,18.98,13.56,7.75,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,17.51,12.51,7.15,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,76.41,54.58,39.55,1
0.0,2.0,207.97,88.67,70.37,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,7.39,5.28,0.96,1
0.0,1.0,140.14,100.1,77.0,1
0.0,1.0,143.33,102.38,78.75,1
0.0,1.0,143.33,102.38,78.75,1
0.0,1.0,117.38,83.84,64.0,1
0.0,2.0,618.76,212.49,169.99,0
0.0,2.0,86.45,47.78,34.62,0
0.0,2.0,57.07,44.87,21.25,0
3.0,1.0,202.13,144.38,105.0,1
0.0,1.0,39.66,28.33,19.54,1
0.0,1.0,39.66,28.33,19.54,1
0.0,1.0,39.66,28.33,19.54,1
0.0,1.0,39.66,28.33,19.54,1
0.0,1.0,39.66,28.33,19.54,1
0.0,1.0,25.76,18.4,11.87,0
2.0,2.0,88.27,42.42,30.74,0
0.0,1.0,23.03,16.45,9.4,1
0.0,1.0,84.81,43.41,31.46,1
