Products.status,Products.vendor,Products.list_price,Products.price,Products.cost,Products.Shop_Brn
0.0,1.0,23.03,16.45,9.4,1
0.0,1.0,23.03,16.45,9.4,1
0.0,1.0,23.03,16.45,9.4,1
0.0,1.0,23.03,16.45,9.4,1
0.0,1.0,231.0,165.0,132.0,1
3.0,1.0,23.95,17.11,3.11,1
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,52.28,37.34,26.67,1
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,52.28,37.34,26.67,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,52.28,37.34,26.67,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,52.28,37.34,26.67,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,52.28,37.34,26.67,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,52.28,37.34,26.67,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,147.0,64.85,49.5,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,91.7,65.5,50.0,1
0.0,1.0,52.28,37.34,26.67,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,24.82,17.73,10.13,1
0.0,1.0,33.24,23.74,16.37,1
0.0,1.0,171.95,122.82,89.0,1
0.0,1.0,134.68,96.2,74.0,1
3.0,1.0,205.98,147.13,107.0,1
3.0,1.0,200.2,143.0,104.0,1
0.0,2.0,753.97,200.0,160.0,0
0.0,1.0,68.59,48.99,35.5,1
3.0,1.0,72.33,64.33,36.0,1
0.0,1.0,96.14,68.67,52.42,0
0.0,1.0,139.22,99.44,76.49,0
0.0,1.0,96.14,68.67,52.42,0
3.0,1.0,6.93,4.95,0.9,1
3.0,1.0,6.93,4.95,0.9,1
0.0,2.0,461.45,117.17,92.99,0
0.0,1.0,44.52,31.8,21.93,1
3.0,1.0,40.6,29.0,20.0,1
0.0,2.0,118.3,41.04,29.74,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,40.88,29.2,20.14,1
0.0,1.0,127.4,91.0,70.0,1
0.0,1.0,93.72,66.94,51.1,1
0.0,2.0,95.0,65.96,50.74,0
0.0,1.0,121.68,74.27,52.32,0
2.0,2.0,88.27,42.42,30.74,0
2.0,2.0,88.27,42.42,30.74,0
0.0,2.0,165.8,68.89,52.99,0
3.0,1.0,217.06,155.04,114.0,1
3.0,1.0,22.4,16.0,4.0,1
0.0,1.0,50.02,35.73,25.52,1
0.0,1.0,231.0,165.0,132.0,1
0.0,2.0,67.5,41.75,30.25,0
0.0,1.0,236.25,168.75,135.0,1
3.0,1.0,6.09,4.35,0.79,1
0.0,1.0,53.31,38.08,27.2,1
3.0,1.0,21.57,15.41,4.97,1
0.0,1.0,236.25,168.75,135.0,1
0.0,2.0,389.97,129.53,101.99,0
0.0,1.0,44.67,31.91,22.01,1
0.0,1.0,44.16,31.54,21.75,1
0.0,1.0,44.67,31.91,22.01,1
0.0,1.0,44.67,31.91,22.01,1
0.0,1.0,44.67,31.91,22.01,1
3.0,1.0,129.22,99.0,71.0,1
2.0,2.0,67.5,39.03,28.28,0
0.0,2.0,34.0,23.2,16.0,0
2.0,2.0,88.27,42.42,30.74,0
0.0,2.0,28.47,22.85,14.74,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,217.06,155.04,114.0,1
0.0,1.0,20.48,14.63,8.36,1
0.0,1.0,127.4,91.0,70.0,1
0.0,2.0,397.0,205.01,164.01,0
3.0,1.0,129.22,99.0,71.0,1
3.0,1.0,22.48,16.06,5.18,1
0.0,1.0,43.48,31.06,21.42,1
0.0,1.0,43.48,31.06,21.42,1
3.0,1.0,22.48,16.06,5.18,1
0.0,1.0,29.2,20.86,13.46,1
3.0,1.0,220.7,157.64,126.11,1
3.0,1.0,220.7,157.64,126.11,1
0.0,2.0,483.6,184.15,145.0,0
0.0,1.0,37.37,26.69,18.41,1
0.0,1.0,18.03,12.88,7.36,1
0.0,1.0,18.03,12.88,7.36,1
0.0,2.0,134.94,42.42,30.74,0
0.0,1.0,47.98,34.27,24.48,1
0.0,1.0,51.27,36.62,26.16,1
0.0,1.0,71.12,50.8,36.81,1
0.0,2.0,29.08,24.04,15.51,0
0.0,1.0,34.16,24.4,16.83,1
0.0,1.0,32.51,23.22,14.98,1
0.0,1.0,64.72,46.23,33.5,1
0.0,1.0,72.95,52.11,37.76,1
3.0,1.0,22.4,16.0,4.0,1
0.0,1.0,49.94,35.67,25.48,1
0.0,2.0,253.5,106.66,84.65,0
2.0,2.0,1279.11,737.5,590.0,0
3.0,1.0,7.01,5.01,0.91,1
0.0,2.0,168.97,63.36,48.74,0
0.0,2.0,171.57,66.95,51.5,0
2.0,2.0,74.99,72.12,55.48,0
0.0,2.0,77.97,61.59,47.38,0
0.0,1.0,73.05,52.18,37.81,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,59.89,42.78,31.0,1
0.0,1.0,59.89,42.78,31.0,1
0.0,2.0,313.0,135.88,106.99,0
3.0,1.0,28.64,20.46,6.6,1
0.0,2.0,83.6,51.27,37.98,0
0.0,1.0,18.98,13.56,7.75,1
3.0,1.0,12.32,8.8,1.6,1
0.0,1.0,127.4,91.0,70.0,1
3.0,1.0,226.58,168.0,119.0,1
0.0,1.0,24.35,17.39,11.22,1
0.0,1.0,25.73,18.38,10.5,1
0.0,1.0,23.28,16.63,9.5,1
0.0,1.0,280.01,200.01,160.01,1
0.0,1.0,21.07,15.05,8.6,1
3.0,1.0,13.51,22.61,4.11,1
3.0,1.0,26.39,18.85,6.08,0
0.0,1.0,91.31,65.22,49.79,1
0.0,1.0,49.97,35.69,25.49,1
0.0,1.0,49.97,35.69,25.49,1
0.0,2.0,364.36,129.53,101.99,0
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,353.07,252.19,201.75,1
2.0,2.0,88.27,42.42,30.74,0
0.0,1.0,25.05,17.89,10.22,1
0.0,1.0,25.1,18.1,11.68,1
0.0,1.0,51.2,36.57,26.12,1
0.0,1.0,134.68,96.2,74.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,24.35,17.39,11.22,1
3.0,1.0,22.4,16.0,4.0,1
0.0,2.0,78.22,39.83,28.86,0
0.0,1.0,34.16,24.4,16.83,1
0.0,1.0,140.14,100.1,77.0,1
0.0,1.0,29.2,20.86,13.46,1
0.0,1.0,89.87,64.19,49.0,1
3.0,1.0,217.06,155.04,114.0,1
0.0,1.0,25.21,18.01,10.29,1
2.0,2.0,261.17,125.99,99.99,0
0.0,2.0,25.99,25.72,17.74,0
0.0,1.0,35.91,25.65,17.69,1
3.0,1.0,139.99,99.99,50.6,1
3.0,1.0,241.5,172.5,138.0,1
0.0,2.0,28.47,27.17,18.74,0
0.0,1.0,33.28,23.77,16.39,1
0.0,1.0,100.41,71.72,54.75,1
0.0,2.0,2434.98,1043.75,835.0,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,29.43,21.02,6.78,1
0.0,1.0,19.92,14.23,8.13,0
0.0,2.0,50.93,32.45,23.18,0
0.0,2.0,194.97,77.99,59.99,0
0.0,2.0,181.97,105.16,83.46,0
0.0,2.0,32.0,21.3,13.74,0
3.0,1.0,225.13,160.81,128.65,1
0.0,1.0,61.5,43.93,31.83,1
3.0,1.0,230.38,164.56,131.65,1
0.0,2.0,36.37,27.17,18.74,0
0.0,1.0,73.82,52.73,40.25,1
0.0,1.0,55.08,39.34,28.1,1
0.0,2.0,194.97,77.99,59.99,0
3.0,1.0,202.13,144.38,105.0,1
0.0,1.0,86.2,61.57,47.0,1
0.0,2.0,84.05,46.75,33.88,0
0.0,2.0,165.8,68.89,52.99,0
0.0,1.0,121.68,74.27,52.32,0
0.0,2.0,84.05,46.75,33.88,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,46.68,33.34,22.99,1
0.0,1.0,46.68,33.34,22.99,1
0.0,1.0,43.5,31.07,21.43,1
0.0,1.0,49.0,35.0,25.0,1
0.0,1.0,236.25,168.75,135.0,1
0.0,2.0,313.0,135.88,106.99,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,202.13,144.38,105.0,1
3.0,1.0,112.42,80.3,61.3,1
0.0,2.0,88.27,63.22,35.74,0
0.0,1.0,49.0,35.0,25.0,1
2.0,2.0,75.25,45.18,32.74,0
3.0,1.0,43.65,31.18,21.5,1
0.0,2.0,72.8,39.68,28.75,0
3.0,1.0,55.19,69.99,28.16,1
0.0,1.0,73.01,52.15,37.79,1
0.0,1.0,73.01,52.15,37.79,1
0.0,1.0,121.68,74.27,52.32,0
0.0,2.0,313.0,135.88,106.99,0
3.0,1.0,55.19,69.99,28.16,1
3.0,1.0,139.99,99.99,50.6,1
3.0,1.0,228.38,163.13,130.5,1
2.0,2.0,67.5,39.03,28.28,0
0.0,1.0,184.03,131.45,95.25,1
0.0,1.0,89.15,63.68,48.61,1
0.0,1.0,73.05,52.18,37.81,1
3.0,1.0,55.19,69.99,28.16,1
3.0,1.0,33.11,23.65,15.5,1
0.0,1.0,32.14,22.96,14.81,1
0.0,1.0,32.14,22.96,14.81,1
0.0,1.0,129.22,99.0,71.0,1
0.0,2.0,112.98,54.34,40.25,0
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,269.9,105.39,83.64,0
0.0,1.0,25.73,18.38,10.5,1
0.0,1.0,49.73,35.52,25.37,1
0.0,2.0,269.0,147.49,116.13,0
2.0,2.0,277.48,107.09,84.99,0
0.0,2.0,36.37,27.17,18.74,0
0.0,2.0,105.56,52.99,39.25,0
3.0,1.0,31.42,22.44,4.08,1
2.0,2.0,28.47,28.49,19.65,0
2.0,2.0,28.47,28.49,19.65,0
0.0,1.0,75.78,54.13,41.32,1
0.0,2.0,88.27,63.22,35.74,0
0.0,2.0,269.0,147.49,116.13,0
2.0,2.0,233.97,100.79,79.99,0
0.0,2.0,12.55,17.44,11.25,0
3.0,1.0,205.98,147.13,107.0,1
0.0,2.0,36.37,27.17,18.74,0
0.0,1.0,34.16,24.4,16.83,1
0.0,1.0,187.89,134.21,97.25,1
0.0,2.0,269.0,147.49,116.13,0
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,49.14,30.91,22.08,0
0.0,1.0,35.01,25.01,17.25,1
3.0,1.0,90.05,64.32,49.1,1
0.0,2.0,411.14,172.71,135.99,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,26.01,18.58,11.99,1
0.0,1.0,230.38,164.56,131.65,1
0.0,2.0,253.5,106.66,84.65,0
3.0,1.0,81.62,58.3,22.0,1
0.0,1.0,23.28,16.63,9.5,1
0.0,1.0,27.66,19.76,12.75,1
0.0,1.0,58.45,41.75,29.82,1
0.0,1.0,52.72,37.66,26.9,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,62.77,43.26,31.35,0
0.0,2.0,88.27,42.56,30.84,0
3.0,1.0,230.38,164.56,131.65,1
0.0,2.0,27.34,26.83,18.5,0
0.0,2.0,36.37,27.17,18.74,0
0.0,2.0,201.29,95.0,75.4,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
3.0,1.0,8.4,17.22,3.13,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
1.0,1.0,83.69,59.78,21.57,1
3.0,1.0,11.86,8.47,1.54,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,42.62,30.44,20.99,1
0.0,1.0,49.2,35.14,25.1,1
0.0,1.0,49.2,35.14,25.1,1
1.0,1.0,133.0,57.77,44.1,1
0.0,2.0,36.37,27.17,18.74,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,230.38,164.56,131.65,1
0.0,2.0,1690.0,446.25,357.0,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,80.7,57.64,44.0,1
0.0,1.0,179.68,128.34,93.0,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,106.6,76.14,58.12,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,35.01,25.01,17.25,1
0.0,2.0,112.98,54.34,40.25,0
3.0,1.0,125.99,89.99,49.1,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,9.79,6.99,1.27,1
0.0,1.0,64.82,46.3,33.55,1
0.0,2.0,41.06,24.41,15.75,0
0.0,1.0,183.54,131.1,95.0,1
0.0,1.0,183.54,131.1,95.0,1
0.0,1.0,414.68,185.84,148.67,1
0.0,2.0,336.34,133.34,104.99,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,34.16,24.4,16.83,1
0.0,1.0,162.29,115.92,84.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,364.36,129.53,101.99,0
0.0,1.0,22.44,16.03,9.16,1
0.0,1.0,79.88,57.06,43.56,1
0.0,1.0,82.73,59.09,45.11,1
0.0,2.0,28.47,27.17,18.74,0
3.0,1.0,22.33,15.95,2.9,1
0.0,1.0,80.7,57.64,44.0,1
0.0,2.0,615.16,257.5,206.0,0
0.0,2.0,32.0,21.3,13.74,0
0.0,1.0,36.27,25.91,17.87,1
0.0,2.0,57.07,44.87,21.25,0
0.0,2.0,184.57,101.43,80.5,0
0.0,2.0,269.0,147.49,116.13,0
0.0,1.0,127.4,91.0,70.0,1
3.0,1.0,453.25,323.75,259.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,174.1,89.6,71.11,0
0.0,2.0,101.92,56.36,41.75,0
0.0,1.0,64.05,45.75,33.15,1
0.0,1.0,52.19,37.28,26.63,1
0.0,1.0,34.16,24.4,16.83,1
3.0,1.0,209.44,149.6,110.0,1
3.0,1.0,265.99,189.99,152.0,1
0.0,2.0,269.0,147.49,116.13,0
0.0,1.0,39.66,28.33,19.54,1
3.0,1.0,72.33,64.33,36.0,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,48.45,34.61,23.87,1
0.0,1.0,56.74,40.53,28.95,1
3.0,1.0,24.22,17.3,5.58,1
2.0,1.0,31.12,18.6,12.0,1
3.0,1.0,19.1,13.64,2.48,1
0.0,2.0,75.4,36.74,26.24,0
3.0,1.0,72.33,64.33,36.0,1
0.0,1.0,32.16,22.97,14.82,1
0.0,1.0,70.56,50.4,36.52,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,15.64,11.17,2.03,1
0.0,2.0,143.0,75.4,58.0,0
0.0,1.0,115.26,82.33,62.85,1
0.0,2.0,52.13,36.04,25.74,0
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,545.97,193.75,155.0,0
0.0,1.0,23.88,17.06,9.75,1
0.0,1.0,47.82,34.16,23.56,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,82.42,58.87,44.94,0
0.0,1.0,80.7,57.64,44.0,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,13.94,9.96,1.81,1
3.0,1.0,28.0,20.0,6.45,1
0.0,1.0,17.57,12.55,7.17,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,31.26,22.33,4.06,1
3.0,1.0,29.99,21.42,6.91,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,60.28,43.06,31.2,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,31.26,22.33,4.06,1
3.0,1.0,29.99,21.42,6.91,1
3.0,1.0,28.0,20.0,6.45,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,60.28,43.06,31.2,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,30.03,21.45,5.13,1
3.0,1.0,28.0,20.0,6.45,1
0.0,1.0,17.57,12.55,7.17,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,28.0,20.0,6.45,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,28.0,20.0,6.45,1
3.0,1.0,30.03,21.45,5.13,1
0.0,1.0,60.28,43.06,31.2,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,30.03,21.45,5.13,1
0.0,1.0,75.33,53.81,38.99,1
0.0,1.0,60.28,43.06,31.2,1
0.0,1.0,75.33,53.81,38.99,1
3.0,1.0,28.0,20.0,6.45,1
3.0,1.0,30.03,21.45,5.13,1
0.0,1.0,75.33,53.81,38.99,1
0.0,2.0,32.0,22.85,14.74,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,35.01,25.01,17.25,1
0.0,1.0,101.5,47.82,34.65,1
0.0,2.0,32.0,21.3,13.74,0
0.0,2.0,615.16,257.5,206.0,0
0.0,1.0,140.14,100.1,77.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,100.41,71.72,54.75,1
3.0,1.0,72.33,64.33,36.0,1
3.0,1.0,230.38,164.56,131.65,1
0.0,1.0,60.66,43.33,31.4,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,14.99,18.81,10.75,0
0.0,1.0,27.38,19.56,12.62,1
0.0,1.0,24.74,17.67,11.4,1
0.0,1.0,65.7,46.93,34.01,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,269.0,147.49,116.13,0
0.0,2.0,201.29,95.0,75.4,0
0.0,1.0,35.0,25.0,17.24,1
3.0,1.0,446.66,319.04,255.23,1
3.0,1.0,48.03,34.31,23.66,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,177.74,126.96,92.0,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,93.72,66.94,51.1,1
0.0,1.0,68.8,49.14,35.61,1
3.0,1.0,205.98,147.13,107.0,1
0.0,2.0,28.47,27.17,18.74,0
3.0,1.0,288.75,206.25,165.0,1
0.0,1.0,58.51,41.79,29.85,1
3.0,1.0,22.13,15.81,5.1,1
0.0,1.0,72.37,51.69,37.46,1
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,53.31,38.08,27.2,1
0.0,1.0,154.56,110.4,80.0,1
3.0,1.0,72.33,64.33,36.0,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,169.75,84.72,64.67,1
0.0,1.0,64.92,46.37,33.6,1
3.0,1.0,111.99,79.99,47.0,1
3.0,1.0,279.99,199.99,97.0,1
2.0,2.0,135.25,72.8,56.0,0
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,31.71,22.65,14.61,1
0.0,1.0,47.91,34.22,23.6,1
0.0,1.0,33.64,24.03,15.5,1
0.0,1.0,33.64,24.03,15.5,1
0.0,1.0,31.71,22.65,14.61,1
0.0,1.0,33.64,24.03,15.5,1
0.0,1.0,47.91,34.22,23.6,1
0.0,1.0,33.64,24.03,15.5,1
0.0,1.0,56.74,33.6,24.0,1
0.0,1.0,33.64,24.03,15.5,1
0.0,1.0,31.71,22.65,14.61,1
0.0,1.0,47.91,34.22,23.6,1
0.0,1.0,33.64,24.03,15.5,1
0.0,1.0,59.19,26.23,18.09,1
0.0,1.0,31.71,22.65,14.61,1
0.0,1.0,37.56,26.83,18.5,1
0.0,1.0,47.91,34.22,23.6,1
0.0,2.0,194.97,77.99,59.99,0
0.0,2.0,155.97,87.9,68.67,0
3.0,1.0,230.38,164.56,131.65,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,230.38,164.56,131.65,1
2.0,2.0,233.97,100.79,79.99,0
0.0,2.0,152.78,78.68,60.52,0
3.0,1.0,90.05,64.32,49.1,1
0.0,2.0,88.27,63.22,35.74,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,45.02,32.16,22.18,1
3.0,1.0,1.68,3.8,0.69,1
0.0,2.0,88.27,63.22,35.74,0
0.0,1.0,140.39,100.28,77.14,1
0.0,2.0,121.47,61.75,45.74,0
3.0,1.0,288.75,206.25,165.0,1
0.0,1.0,119.21,85.15,65.0,1
0.0,1.0,35.35,20.88,13.47,1
3.0,1.0,26.73,19.09,3.47,1
3.0,1.0,42.63,30.45,21.0,1
0.0,1.0,173.88,124.2,90.0,1
0.0,2.0,172.28,73.66,40.74,0
0.0,1.0,177.74,126.96,92.0,1
3.0,1.0,175.81,129.99,91.0,1
3.0,1.0,371.46,265.33,212.26,1
3.0,1.0,312.34,223.1,178.48,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,47.85,34.18,23.57,1
0.0,2.0,499.99,236.99,184.98,0
0.0,2.0,499.99,236.99,184.98,0
0.0,2.0,194.97,77.99,59.99,0
0.0,2.0,32.0,21.3,13.74,0
2.0,2.0,88.27,42.42,30.74,0
0.0,2.0,228.77,114.16,90.6,0
0.0,1.0,18.69,13.35,7.63,1
0.0,2.0,382.2,152.39,119.99,0
3.0,1.0,17.53,12.52,3.13,1
0.0,1.0,195.94,155.0,101.79,1
0.0,1.0,140.14,100.1,77.0,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,46.75,33.39,23.03,1
0.0,1.0,80.68,57.63,43.99,1
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,76.92,54.94,39.81,1
0.0,1.0,72.37,51.69,37.46,1
0.0,1.0,45.49,32.49,22.41,1
0.0,1.0,42.21,30.15,20.79,1
3.0,1.0,202.13,144.38,105.0,1
3.0,1.0,125.99,89.99,49.1,1
0.0,1.0,33.08,24.77,17.08,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,127.4,91.0,70.0,1
0.0,1.0,79.49,56.78,43.34,1
3.0,1.0,1.93,4.13,0.75,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,143.33,60.25,45.99,1
3.0,1.0,11.2,21.12,3.84,1
1.0,4.0,29.69,21.99,8.25,0
0.0,2.0,29.99,35.0,25.0,0
0.0,2.0,36.37,27.17,18.74,0
3.0,1.0,288.75,206.25,165.0,1
0.0,1.0,83.58,59.7,45.57,1
3.0,1.0,1.09,2.42,0.44,1
0.0,1.0,54.87,39.19,27.99,1
2.0,1.0,68.32,48.8,35.36,1
3.0,1.0,9.94,16.34,2.97,1
0.0,1.0,56.84,40.6,29.0,1
0.0,1.0,179.68,128.34,93.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,66.54,47.53,34.44,1
0.0,2.0,207.97,88.67,70.37,0
0.0,1.0,37.13,26.52,18.29,1
0.0,2.0,185.12,70.85,54.5,0
0.0,2.0,96.2,49.19,36.44,0
0.0,2.0,269.0,147.49,116.13,0
0.0,1.0,93.72,66.94,51.1,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,143.33,60.25,45.99,1
0.0,2.0,250.25,102.8,81.59,0
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,20.23,14.7,8.4,1
0.0,1.0,179.68,128.34,93.0,1
0.0,1.0,39.24,28.03,19.33,0
0.0,1.0,79.27,56.62,43.22,0
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,1.09,1.54,0.28,1
2.0,2.0,58.94,29.04,20.74,0
2.0,2.0,180.23,100.74,79.95,0
3.0,1.0,92.43,66.02,50.4,1
3.0,1.0,26.0,18.57,10.61,1
3.0,1.0,40.6,29.0,20.0,1
2.0,1.0,186.83,64.98,49.6,0
2.0,1.0,186.83,64.98,49.6,0
2.0,1.0,186.83,64.98,49.6,0
3.0,1.0,39.99,32.66,11.88,1
0.0,1.0,129.22,99.0,71.0,1
3.0,1.0,42.63,30.45,21.0,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,265.99,189.99,152.0,1
0.0,1.0,102.06,72.9,55.65,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,179.68,128.34,93.0,1
0.0,1.0,78.12,40.45,28.89,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,42.63,30.45,21.0,1
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,97.19,69.42,52.99,0
0.0,1.0,74.58,53.27,38.6,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,36.05,25.75,17.76,1
0.0,1.0,42.31,30.22,20.84,1
0.0,1.0,19.71,12.41,7.09,1
0.0,1.0,18.38,12.41,7.09,1
3.0,1.0,16.73,18.82,6.07,1
3.0,1.0,129.22,99.0,71.0,1
0.0,1.0,57.19,31.02,21.39,1
0.0,1.0,25.06,14.25,8.14,1
0.0,1.0,236.25,168.75,135.0,1
0.0,1.0,93.72,66.94,51.1,1
0.0,1.0,129.01,64.39,49.15,1
0.0,1.0,121.68,74.27,52.32,0
3.0,1.0,20.92,14.94,4.82,0
0.0,1.0,68.11,48.65,35.25,1
3.0,1.0,81.62,58.3,22.0,1
3.0,1.0,111.99,79.99,47.0,1
0.0,1.0,179.68,128.34,93.0,1
3.0,1.0,279.99,199.99,97.0,1
3.0,1.0,67.19,47.99,27.99,1
0.0,1.0,179.68,128.34,93.0,1
3.0,1.0,279.99,199.99,97.0,1
0.0,2.0,220.97,91.35,72.5,0
0.0,2.0,178.0,121.78,96.65,0
0.0,1.0,121.68,74.27,52.32,0
0.0,1.0,49.25,22.54,14.54,1
3.0,1.0,90.05,64.32,49.1,1
0.0,1.0,49.53,27.36,18.87,1
0.0,1.0,121.1,63.61,48.56,1
2.0,1.0,71.19,36.99,26.42,1
0.0,1.0,73.42,52.44,38.0,1
3.0,1.0,81.62,58.3,22.0,1
0.0,1.0,20.48,14.63,8.36,1
3.0,1.0,279.99,199.99,97.0,1
0.0,1.0,49.2,35.14,25.1,1
0.0,1.0,49.2,35.14,25.1,1
0.0,1.0,49.7,35.5,25.36,1
0.0,1.0,58.65,41.89,29.92,1
3.0,1.0,125.99,89.99,49.1,1
0.0,1.0,309.75,221.25,177.0,1
0.0,1.0,82.42,58.87,44.94,0
0.0,2.0,28.47,27.17,18.74,0
0.0,1.0,186.54,133.24,96.55,1
0.0,1.0,177.74,126.96,92.0,1
0.0,1.0,51.63,32.99,22.75,1
0.0,1.0,216.17,154.41,113.54,1
0.0,1.0,72.37,51.69,37.46,1
0.0,1.0,72.37,51.69,37.46,1
